total_occupancy,timestamp_collected,Entrance_Level_Fitness_Area_percentage_occupied,Entrance_Level_Fitness_Area_open,Entrance_Level_Fitness_Area_last_count,Entrance_Level_Fitness_Area_timestamp,Gym_4_Cardio_Floor_percentage_occupied,Gym_4_Cardio_Floor_open,Gym_4_Cardio_Floor_last_count,Gym_4_Cardio_Floor_timestamp,Indoor_Pool_percentage_occupied,Indoor_Pool_open,Indoor_Pool_last_count,Indoor_Pool_timestamp,Lower_Level_percentage_occupied,Lower_Level_open,Lower_Level_last_count,Lower_Level_timestamp,Outdoor_Pool_percentage_occupied,Outdoor_Pool_open,Outdoor_Pool_last_count,Outdoor_Pool_timestamp,Rock_Wall_percentage_occupied,Rock_Wall_open,Rock_Wall_last_count,Rock_Wall_timestamp,Upper_Level_percentage_occupied,Upper_Level_open,Upper_Level_last_count,Upper_Level_timestamp,Combat_Room_percentage_occupied,Combat_Room_open,Combat_Room_last_count,Combat_Room_timestamp,Gym_1_percentage_occupied,Gym_1_open,Gym_1_last_count,Gym_1_timestamp,Gym_2_percentage_occupied,Gym_2_open,Gym_2_last_count,Gym_2_timestamp,Gym_3_percentage_occupied,Gym_3_open,Gym_3_last_count,Gym_3_timestamp,MP_Room_4_percentage_occupied,MP_Room_4_open,MP_Room_4_last_count,MP_Room_4_timestamp,MP_Room_1_percentage_occupied,MP_Room_1_open,MP_Room_1_last_count,MP_Room_1_timestamp,MP_Room_2_percentage_occupied,MP_Room_2_open,MP_Room_2_last_count,MP_Room_2_timestamp,MP_Room_3_percentage_occupied,MP_Room_3_open,MP_Room_3_last_count,MP_Room_3_timestamp,MP_Room_5_percentage_occupied,MP_Room_5_open,MP_Room_5_last_count,MP_Room_5_timestamp,MP_Room_6_percentage_occupied,MP_Room_6_open,MP_Room_6_last_count,MP_Room_6_timestamp,MP_Room_7_percentage_occupied,MP_Room_7_open,MP_Room_7_last_count,MP_Room_7_timestamp,Raquetball_Courts_percentage_occupied,Raquetball_Courts_open,Raquetball_Courts_last_count,Raquetball_Courts_timestamp,Sauna_percentage_occupied,Sauna_open,Sauna_last_count,Sauna_timestamp,Squash_Courts_percentage_occupied,Squash_Courts_open,Squash_Courts_last_count,Squash_Courts_timestamp
0 / 184,"Thu, Sep 17 8:59 pm",0.0,(Open),0,9/17/2020 8:08:59 PM,0.0,(Open),0,9/17/2020 8:08:59 PM,0.0,(Open),0,9/17/2020 8:09:00 PM,0.0,(Open),0,9/17/2020 8:09:00 PM,0.0,(Open),0,9/16/2020 8:16:40 PM,0.0,(Open),0,9/17/2020 8:04:17 AM,0.0,(Open),0,9/17/2020 8:04:07 PM,0.0,(Closed),0,3/15/2020 9:35:31 AM,0.0,(Closed),0,3/14/2020 4:40:23 PM,0.0,(Closed),0,3/14/2020 4:40:23 PM,0.0,(Closed),0,3/14/2020 4:40:24 PM,0.0,(Closed),0,7/27/2020 3:26:04 PM,0.0,(Closed),0,7/27/2020 3:26:03 PM,0.0,(Closed),0,7/27/2020 3:26:03 PM,0.0,(Closed),0,7/27/2020 3:26:03 PM,0.0,(Closed),0,7/27/2020 3:26:04 PM,0.0,(Closed),0,7/27/2020 3:26:04 PM,0.0,(Closed),0,2/17/2020 5:40:18 PM,0.0,(Closed),0,8/17/2020 9:24:14 PM,0.0,(Closed),0,3/14/2020 12:31:55 PM,0.0,(Closed),0,8/16/2020 1:47:08 PM
0 / 184,"Thu, Sep 17 8:59 pm",0.0,(Open),0,9/17/2020 8:08:59 PM,0.0,(Open),0,9/17/2020 8:08:59 PM,0.0,(Open),0,9/17/2020 8:09:00 PM,0.0,(Open),0,9/17/2020 8:09:00 PM,0.0,(Open),0,9/16/2020 8:16:40 PM,0.0,(Open),0,9/17/2020 8:04:17 AM,0.0,(Open),0,9/17/2020 8:04:07 PM,0.0,(Closed),0,3/15/2020 9:35:31 AM,0.0,(Closed),0,3/14/2020 4:40:23 PM,0.0,(Closed),0,3/14/2020 4:40:23 PM,0.0,(Closed),0,3/14/2020 4:40:24 PM,0.0,(Closed),0,7/27/2020 3:26:04 PM,0.0,(Closed),0,7/27/2020 3:26:03 PM,0.0,(Closed),0,7/27/2020 3:26:03 PM,0.0,(Closed),0,7/27/2020 3:26:03 PM,0.0,(Closed),0,7/27/2020 3:26:04 PM,0.0,(Closed),0,7/27/2020 3:26:04 PM,0.0,(Closed),0,2/17/2020 5:40:18 PM,0.0,(Closed),0,8/17/2020 9:24:14 PM,0.0,(Closed),0,3/14/2020 12:31:55 PM,0.0,(Closed),0,8/16/2020 1:47:08 PM
